ダウンロード実行日,2026年08月08日現在,件数,11376件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E36645","個人（組合発行者を除く）","","","0","","山本　一樹","","ヤマモト　カズキ","","個人（組合発行者を除く）","",""
"E36648","内国法人・組合","上場","有","1075","8月31日","株式会社アイドマ・ホールディングス","Aidma Holdings, Inc.","カブシキガイシャアイドマホールディングス","品川区上大崎二丁目１３番３０号","サービス業","73730","6013301031269"
"E36650","個人（組合発行者を除く）","","","","","松岡　真功","","マツオカ　マサノリ","","個人（組合発行者を除く）","",""
"E36653","内国法人・組合","上場","有","974","3月末日","株式会社ＢｌｕｅＭｅｍｅ","BlueMeme Inc.","カブシキガイシャブルーミーム","千代田区神田錦町三丁目２０番地","情報・通信業","40690","3010001132912"
"E36654","個人（組合発行者を除く）","","","0","","稲村　政彦","","イナムラ　マサヒコ","","個人（組合発行者を除く）","",""
"E36655","内国法人・組合","上場","有","469","9月末日","ＢＣＣ株式会社","BCC Co.,Ltd.","ビーシーシーカブシキガイシャ","大阪市中央区今橋二丁目５番８号","サービス業","73760","4120001181633"
"E36657","内国法人・組合","上場","有","1114","3月31日","セレンディップ・ホールディングス株式会社","","セレンディップホールディングスカブシキガイシャ","名古屋市中区錦一丁目５番１１号","サービス業","73180","8180001058335"
"E36658","内国法人・組合","上場","無","80","7月末日","グローバルスタイル株式会社","Global Style Co.,Ltd.","グローバルスタイルカブシキガイシャ","大阪市中央区淡路町三丁目５番１号","小売業","71260","8120001084238"
"E36659","内国法人・組合","上場","有","333","6月30日","ベイシス株式会社","Basis Corporation","ベイシスカブシキカイシャ","港区芝公園ニ丁目４番１号","情報・通信業","40680","7010701017054"
"E36660","内国法人・組合","非上場","有","50","12月31日","株式会社日比谷コンピュータシステム","HIBIYA COMPUTER SYSTEM CO.,LTD.","カブシキガイシャヒビヤコンピュータシステム","江東区東陽二丁目４番３８号","情報・通信業","","5010601050033"
"E36661","内国法人・組合","上場","有","575","8月31日","ワンダープラネット株式会社","WonderPlanet Inc.","ワンダープラネットカブシキガイシャ","名古屋市中区錦三丁目２３番１８号","情報・通信業","41990","3180001106874"
"E36665","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社Ｃａｉａ　Ｐｒｏｊｅｃｔ","","カブシキカイシャカイヤプロジェクト","京都市上京区下立売通千本東入田中町４４４番地１","内国法人・組合（有価証券報告書等の提出義務者以外）","","2011101055780"
"E36666","内国法人・組合","上場","無","433","6月末日","株式会社ジィ・シィ企画","Global Communication Planning Co., Ltd.","カブシキガイシャジイシイキカク","佐倉市王子台一丁目２８番８号","情報・通信業","40730","5040001046876"
"E36667","内国法人・組合","上場","無","20","8月31日","株式会社エータイ","A-tie Co.,Ltd.","カブシキガイシャエータイ","千代田区神田錦町三丁目２１番地","サービス業","369A0","3011101038066"
"E36668","内国法人・組合（有価証券報告書等の提出義務者以外）","","","25","","株式会社ジャパンシルバーフリース","","カブシキカイシャジャパンシルバーフリース","大阪市西区南堀江１丁目２１番４号ＪＳビル","内国法人・組合（有価証券報告書等の提出義務者以外）","","8120001043821"
"E36669","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ニューエネルギーマネジメント合同会社","","ニューエネルギーマネジメントゴウドウガイシャ","千代田区神田神保町１ー１８ー１千石屋ビル２０１","内国法人・組合（有価証券報告書等の提出義務者以外）","","8011803004014"
"E36670","内国法人・組合","上場","無","488","9月30日","株式会社コラントッテ","Colan Totte.Co.,Ltd.","カブシキガイシャコラントッテ","大阪市中央区南船場二丁目１０番２６号","その他製品","77920","8120001073372"
"E36671","個人（組合発行者を除く）","","","0","","冨塚　優","","トミヅカ　スグル","","個人（組合発行者を除く）","",""
"E36673","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｐａｎｔｈｅｕｍ　Ｐａｒｔｎｅｒｓ　Ｌｉｍｉｔｅｄ","","パンテウムパートナーズリミテッド","香港セントラル、安蘭街１８号１９階","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36676","個人（組合発行者を除く）","","","0","","竹内　猛","","タケウチ　タケシ","","個人（組合発行者を除く）","",""
"E36682","個人（組合発行者を除く）","","","","","小林　謙","","コバヤシ　ケン","","個人（組合発行者を除く）","",""
"E36683","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","海信日本オートモーティブエアコンシステムズ合同会社","","ハイセンスニホンオートモーティブエアコンシステムズゴウドウカイシャ","川崎市幸区堀川町６６－２興和川崎西口ビル１９Ｆ","内国法人・組合（有価証券報告書等の提出義務者以外）","","1020003019398"
"E36684","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","フェデレーテッド・ハーミーズ・インベストメント・ファンズ・ピーエルシー","","フェデレーテッドハーミーズインベストメントファンズピーエルシー","アイルランド、ダブリン２、アッパーマウント・ストリート　７／８","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36690","個人（組合発行者を除く）","","","","","三浦　陽平","","ミウラ　ヨウヘイ","","個人（組合発行者を除く）","",""
"E36692","個人（組合発行者を除く）","","","0","","井上　裕基","","イノウエ　ヒロキ","","個人（組合発行者を除く）","",""
"E36697","内国法人・組合","上場","無","570","9月末日","株式会社Ｗａｑｏｏ","","カブシキガイシャワクー","世田谷区上馬２－１４－１","化学","49370","9010901023800"
"E36698","内国法人・組合","非上場","有","2358","3月末日","日本電解株式会社","Nippon Denkai, LTD.","ニッポンデンカイカブシキガイシャ","筑西市下江連１２２６","金属製品","","3010001176546"
"E36699","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ブラックロック・フィクスド・インカム・ダブリン・ファンズ　ｐｌｃ","","ブラックロックフィクスドインカムダブリンファンズピーエルシー","アイルランド、Ｄ０２　ＲＫ５７、ダブリン２、サー・ジョン・ロジャーソンズ・キー７９番、キャピタル・ドック２００","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E36700","内国法人・組合","上場","有","10000","3月31日","株式会社ＣＣＩグループ","CCI Group, Inc.","カブシキカイシャシーシーアイグループ","金沢市広岡二丁目１２番６号","銀行業","73810","5220001024450"
"E36701","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＭＦアセット株式会社","","エムエフアセットカブシキガイシャ","文京区湯島二丁目２３番８号","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010001187795"
"E36703","内国法人・組合","上場","有","36000","3月31日","株式会社十六フィナンシャルグループ","Juroku Financial Group, Inc.","カブシキガイシャジュウロクフィナンシャルグループ","岐阜市神田町八丁目２６番地","銀行業","73800","7200001039259"
"E36705","内国法人・組合（有価証券報告書等の提出義務者以外）","","","500","","野村キャピタル・パートナーズ株式会社","","ノムラキャピタルパートナーズカブシキカイシャ","千代田区大手町二丁目２番２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010001188961"
"E36706","内国法人・組合","上場","有","70175","12月31日","ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス株式会社","NIPPON EXPRESS HOLDINGS, INC.","ニッポンエクスプレスホールディングスカブシキカイシャ","千代田区神田和泉町２番地","陸運業","91470","5010001223668"
"E36707","内国法人・組合","上場","有","5000","12月31日","ユニソルホールディングス株式会社","UNISOL Holdings Corporation","ユニソルホールディングスカブシキカイシャ","大阪市中央区南新町一丁目２番１０号","卸売業","71280","9120001240871"
